customer_unique_id,CLTV,Customer_Health_Index,Dynamic_Risk_Score,Customer_Persona,Next_Best_Action,Customer_Influence_Score,Strategic_Value_Score,Retention_Priority_Score,Lifecycle_Stage,Recommended_Campaign,Retention_Campaign
00c916ff33b521444787ac76ac6b029d,69.9,23.96,76.04,Inactive Customer,Win-Back Campaign,12.24,16.93,76.04,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00cc12a6d8b578b8ebd21ea4e2ae8b27,29.9,10.29,89.71,At Risk Customer,Urgent Retention Campaign,5.26,7.27,89.71,Churn Risk Stage,Retention Campaign,Special Discount Offer
00cc2d4fcb3a1864b4f900741915aa85,54.99,24.15,75.85,Inactive Customer,Win-Back Campaign,12.28,17.03,75.85,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00cc7c54469f4177319d6bb12e883652,0.0,11.64,88.36,At Risk Customer,Urgent Retention Campaign,5.82,8.15,88.36,Churn Risk Stage,Retention Campaign,Special Discount Offer
00cc8551c0621bc65a440e836bb652d7,79.9,10.47,89.53,At Risk Customer,Urgent Retention Campaign,5.53,7.51,89.53,Churn Risk Stage,Retention Campaign,Special Discount Offer
00cd767526517f8a4fc27db6cc5a52fa,79.9,15.38,84.62,At Risk Customer,Urgent Retention Campaign,7.99,10.95,84.62,Churn Risk Stage,Retention Campaign,Special Discount Offer
00d03b5e33f8987549c5590313a4ef21,19.99,14.78,85.22,At Risk Customer,Urgent Retention Campaign,7.46,10.39,85.22,Churn Risk Stage,Retention Campaign,Special Discount Offer
00d079bd851bf5d13879d7a2a3b5ec48,159.77,26.16,73.84,VIP Customer,VIP Loyalty Benefits,13.67,18.67,73.84,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
00d474cea9ceb88b7175d564b081dfa3,0.0,14.64,85.36,At Risk Customer,Urgent Retention Campaign,7.32,10.25,85.36,Churn Risk Stage,Retention Campaign,Special Discount Offer
00d7e54ab8c5d9916f19209dbaacbb3d,56.0,15.56,84.44,At Risk Customer,Urgent Retention Campaign,7.99,11.02,84.44,Churn Risk Stage,Retention Campaign,Special Discount Offer
00d8411c0f5ee4e0a9b8900ea483680e,220.0,24.18,75.82,VIP Customer,VIP Loyalty Benefits,12.91,17.42,75.82,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
00d85302f43fe8848153e3720c34ac01,0.0,25.82,74.18,Inactive Customer,Win-Back Campaign,12.91,18.07,74.18,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00d890d6e36244f39e22a9fb95e68756,29.99,26.9,73.1,Inactive Customer,Win-Back Campaign,13.56,18.9,73.1,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00d8ba74be3eee415fe4508fdd325ee5,0.0,26.54,73.46,Inactive Customer,Win-Back Campaign,13.27,18.58,73.46,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00d96f54b90a6ffbe7361bcfdb85b0ba,99.9,27.78,72.22,Inactive Customer,Win-Back Campaign,14.26,19.67,72.22,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00db525fd8d4023dc446f0ed2519139f,195.3,17.05,82.95,VIP Customer,VIP Loyalty Benefits,9.25,12.37,82.95,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
00dba3af1366ca8114a40bc83021f5e9,0.0,23.39,76.61,Inactive Customer,Win-Back Campaign,11.7,16.38,76.61,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00dd4390a8e8ad7a126e8331decc49ce,94.9,12.97,87.03,At Risk Customer,Urgent Retention Campaign,6.84,9.29,87.03,Churn Risk Stage,Retention Campaign,Special Discount Offer
00df9d2e50424d103ca8796e4dc7c207,119.9,18.34,81.66,At Risk Customer,Urgent Retention Campaign,9.62,13.11,81.66,Churn Risk Stage,Retention Campaign,Special Discount Offer
00e04d8e3aaa5ffab327612642ab4564,0.0,24.01,75.99,Inactive Customer,Win-Back Campaign,12.0,16.8,75.99,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00e151934c812526b4ed6174c8b7b1f7,129.0,25.91,74.09,Inactive Customer,Win-Back Campaign,13.43,18.42,74.09,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00e2972a013072289c3e86cfc2b9e38d,199.9,19.13,80.87,VIP Customer,VIP Loyalty Benefits,10.31,13.84,80.87,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
00e57919b893c89f4d9eee8d06c41f6f,0.0,22.72,77.28,Inactive Customer,Win-Back Campaign,11.36,15.9,77.28,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00e5dfd6ee7406a69b74c72795e6f354,29.99,24.98,75.02,Inactive Customer,Win-Back Campaign,12.6,17.55,75.02,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00e5ea6932dffb682bd3d5760e84d176,56.99,20.06,79.94,Inactive Customer,Win-Back Campaign,10.24,14.17,79.94,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00e5fd621e63c426ef718e2174ebedc5,0.0,28.72,71.28,Inactive Customer,Win-Back Campaign,14.36,20.1,71.28,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00e67cd18afc92ef0196eb8cdf31fde0,30.1,23.33,76.67,Inactive Customer,Win-Back Campaign,11.78,16.4,76.67,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00e6c1a9e0ea3dbda699b60023a194ac,151.0,26.92,73.08,VIP Customer,VIP Loyalty Benefits,14.02,19.18,73.08,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
00e872ca2fc94e59982286e69f186e0e,399.9,18.24,81.76,VIP Customer,VIP Loyalty Benefits,10.61,13.66,81.76,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
00e8de2edf1a4ac05a65e36b4682cd9e,120.0,29.26,70.74,Inactive Customer,Win-Back Campaign,15.08,20.75,70.74,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00e91970e7fa706ece5b58bdb6344224,25.45,27.67,72.33,Inactive Customer,Win-Back Campaign,13.93,19.43,72.33,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00ec23a308504080697e5204d3dbcb2c,0.0,23.18,76.82,Inactive Customer,Win-Back Campaign,11.59,16.23,76.82,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00ec5df43edcae768361caa707fded3e,79.0,24.03,75.97,Inactive Customer,Win-Back Campaign,12.31,17.0,75.97,Churn Risk Stage,Win Back Campaign,Special Discount Offer
00ec6ce865af3a65e9cca32b180e5d20,235.6,28.86,71.14,VIP Customer,VIP Loyalty Benefits,15.31,20.73,71.14,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
00eca7e1c994897d0a31bf75478f4b55,327.98,9.86,90.14,VIP Customer,VIP Loyalty Benefits,6.15,7.63,90.14,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
00ecc71175078e2cac5547a5656e9622,219.99,14.76,85.24,VIP Customer,VIP Loyalty Benefits,8.2,10.82,85.24,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
00f0b70fdcb8a6e1671b52a2472bd41f,0.0,1.55,98.45,At Risk Customer,Urgent Retention Campaign,0.78,1.09,98.45,Churn Risk Stage,Retention Campaign,Special Discount Offer
00face5c8f7dbb7eefd4112722f26903,0.0,28.46,71.54,Inactive Customer,Win-Back Campaign,14.23,19.92,71.54,Churn Risk Stage,Win Back Campaign,Special Discount Offer
0101da21926315ddd81d190e0ec40440,0.0,21.53,78.47,Inactive Customer,Win-Back Campaign,10.76,15.07,78.47,Churn Risk Stage,Win Back Campaign,Special Discount Offer
01020c5b6024bc1cf2a3228e566bafb2,99.9,18.47,81.53,At Risk Customer,Urgent Retention Campaign,9.61,13.15,81.53,Churn Risk Stage,Retention Campaign,Special Discount Offer
01029c2615eacab8d39f0450e6b0bef3,205.0,17.49,82.51,VIP Customer,VIP Loyalty Benefits,9.51,12.7,82.51,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
0103751df12aea8b962cfbcd2b61104c,19.9,13.69,86.31,At Risk Customer,Urgent Retention Campaign,6.92,9.63,86.31,Churn Risk Stage,Retention Campaign,Special Discount Offer
010513009a288e24dbbc8183d5bcd4e2,42.0,18.59,81.41,At Risk Customer,Urgent Retention Campaign,9.45,13.11,81.41,Churn Risk Stage,Retention Campaign,Special Discount Offer
01051cf3719a23faec8b2307b369faeb,129.8,13.91,86.09,At Risk Customer,Urgent Retention Campaign,7.44,10.03,86.09,Churn Risk Stage,Retention Campaign,Special Discount Offer
01093ce2e3723bdb8de583346d76098c,29.4,29.07,70.93,Inactive Customer,Win-Back Campaign,14.64,20.41,70.93,Churn Risk Stage,Win Back Campaign,Special Discount Offer
010a81611c87c7e19c18f303e39973b2,147.9,21.33,78.67,VIP Customer,VIP Loyalty Benefits,11.22,15.26,78.67,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
010bcf93b3363ccf249034e7250266f0,79.9,17.76,82.24,At Risk Customer,Urgent Retention Campaign,9.18,12.61,82.24,Churn Risk Stage,Retention Campaign,Special Discount Offer
010d3cb666c64c115a144d3e6fcbd1d8,39.0,21.07,78.93,Inactive Customer,Win-Back Campaign,10.68,14.84,78.93,Churn Risk Stage,Win Back Campaign,Special Discount Offer
010fea34d64c9fc635cebbe583f5104a,92.1,29.58,70.42,Inactive Customer,Win-Back Campaign,15.13,20.91,70.42,Churn Risk Stage,Win Back Campaign,Special Discount Offer
0113282a7fe79b3d8489193ccc601efb,118.0,29.16,70.84,Inactive Customer,Win-Back Campaign,15.02,20.68,70.84,Churn Risk Stage,Win Back Campaign,Special Discount Offer
01147fb2cf81b69cdcfdc1ac4c6fae7e,0.0,28.1,71.9,Inactive Customer,Win-Back Campaign,14.05,19.67,71.9,Churn Risk Stage,Win Back Campaign,Special Discount Offer
011509f63f565e822767bfb89c3cf9b7,26.69,12.77,87.23,At Risk Customer,Urgent Retention Campaign,6.48,9.0,87.23,Churn Risk Stage,Retention Campaign,Special Discount Offer
011620d7c45f4d1599c68b2f19e4b73e,12.25,26.1,73.9,Inactive Customer,Win-Back Campaign,13.1,18.3,73.9,Churn Risk Stage,Win Back Campaign,Special Discount Offer
0116f610fa1418cda75e0d96e1639a03,25.9,16.39,83.61,At Risk Customer,Urgent Retention Campaign,8.29,11.53,83.61,Churn Risk Stage,Retention Campaign,Special Discount Offer
011702c19fd5dec0000a8dbbb5b98809,139.9,23.75,76.25,VIP Customer,VIP Loyalty Benefits,12.4,16.94,76.25,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
011735b41c89ca1e075296f4ecb01a27,29.9,22.55,77.45,Inactive Customer,Win-Back Campaign,11.39,15.85,77.45,Churn Risk Stage,Win Back Campaign,Special Discount Offer
011784926e81122b1abd0210b5888c22,317.9,28.0,72.0,VIP Customer,VIP Loyalty Benefits,15.18,20.31,72.0,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
011875f0176909c5cf0b14a9138bb691,3999.9,16.04,83.96,VIP Customer,VIP Loyalty Benefits,22.9,20.16,83.96,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
01196e80f5309cb251220a6a5b3f57f5,14.9,29.78,70.22,Inactive Customer,Win-Back Campaign,14.95,20.88,70.22,Churn Risk Stage,Win Back Campaign,Special Discount Offer
011b4adcd54683b480c4d841250a987f,113.94,27.49,72.51,Inactive Customer,Win-Back Campaign,14.17,19.5,72.51,Churn Risk Stage,Win Back Campaign,Special Discount Offer
011b7396d7220ca4ff52508adcb6b870,29.5,25.61,74.39,Inactive Customer,Win-Back Campaign,12.91,17.99,74.39,Churn Risk Stage,Win Back Campaign,Special Discount Offer
011c3e6b4b11fa8a326a39e78deb6e66,7.87,9.53,90.47,At Risk Customer,Urgent Retention Campaign,4.79,6.69,90.47,Churn Risk Stage,Retention Campaign,Special Discount Offer
011d6505c026d200e75cb0b6c47da758,64.99,23.9,76.1,Inactive Customer,Win-Back Campaign,12.19,16.87,76.1,Churn Risk Stage,Win Back Campaign,Special Discount Offer
011fd4914a2d19b2a0e50c29cea5c6a2,229.99,12.97,87.03,VIP Customer,VIP Loyalty Benefits,7.34,9.59,87.03,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
01202da9afa875bce3de24c92b764099,29.99,20.48,79.52,Inactive Customer,Win-Back Campaign,10.35,14.4,79.52,Churn Risk Stage,Win Back Campaign,Special Discount Offer
012216caf4f1082ba3fc02e584de9a29,165.98,21.36,78.64,VIP Customer,VIP Loyalty Benefits,11.3,15.32,78.64,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
0122d73327d9135f8088572c7d7f5d54,49.9,19.07,80.93,At Risk Customer,Urgent Retention Campaign,9.72,13.46,80.93,Churn Risk Stage,Retention Campaign,Special Discount Offer
0124721bc33e0aa6772b42d4ccfd01db,84.99,14.72,85.28,At Risk Customer,Urgent Retention Campaign,7.68,10.5,85.28,Churn Risk Stage,Retention Campaign,Special Discount Offer
012510db7f0db8481f8a3708400c8db9,99.99,9.31,90.69,At Risk Customer,Urgent Retention Campaign,5.03,6.74,90.69,Churn Risk Stage,Retention Campaign,Special Discount Offer
012755131a5b785b0ae3291c339a9051,358.98,29.77,70.23,VIP Customer,VIP Loyalty Benefits,16.22,21.64,70.23,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
0129147743b7712da1c4a55a59d0fb16,34.9,28.0,72.0,Inactive Customer,Win-Back Campaign,14.13,19.68,72.0,Churn Risk Stage,Win Back Campaign,Special Discount Offer
012b8001e47392df808a454083a74b74,65.6,8.27,91.73,At Risk Customer,Urgent Retention Campaign,4.38,5.94,91.73,Churn Risk Stage,Retention Campaign,Special Discount Offer
012ba82b3ff6ea994a4ecc6c848a4782,49.0,29.93,70.07,Inactive Customer,Win-Back Campaign,15.15,21.06,70.07,Churn Risk Stage,Win Back Campaign,Special Discount Offer
0130a250cff3b3b0649cae3671959139,33.0,27.94,72.06,Inactive Customer,Win-Back Campaign,14.09,19.63,72.06,Churn Risk Stage,Win Back Campaign,Special Discount Offer
013523c76f4749da72a9ccc4a67cb234,29.9,19.34,80.66,At Risk Customer,Urgent Retention Campaign,9.78,13.6,80.66,Churn Risk Stage,Retention Campaign,Special Discount Offer
0136e40591d769adfb219f167a691487,42.9,19.73,80.27,At Risk Customer,Urgent Retention Campaign,10.02,13.9,80.27,Churn Risk Stage,Retention Campaign,Special Discount Offer
01376b24e146a15f52ca8382af02fe62,69.9,15.89,84.11,At Risk Customer,Urgent Retention Campaign,8.21,11.28,84.11,Churn Risk Stage,Retention Campaign,Special Discount Offer
0137839e600d4edd0949a8ce7c171164,129.9,24.21,75.79,Inactive Customer,Win-Back Campaign,12.59,17.24,75.79,Churn Risk Stage,Win Back Campaign,Special Discount Offer
0139884762afa50d78fe480646fe92b5,0.0,12.42,87.58,At Risk Customer,Urgent Retention Campaign,6.21,8.69,87.58,Churn Risk Stage,Retention Campaign,Special Discount Offer
0139d2cb6ca3b630b5833d49634d328e,240.0,22.97,77.03,VIP Customer,VIP Loyalty Benefits,12.38,16.62,77.03,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
013a435769899074c568863694560449,0.0,29.44,70.56,Inactive Customer,Win-Back Campaign,14.72,20.61,70.56,Churn Risk Stage,Win Back Campaign,Special Discount Offer
013ae505c83f5fb1905ed23afdafd3a2,0.0,21.68,78.32,Inactive Customer,Win-Back Campaign,10.84,15.18,78.32,Churn Risk Stage,Win Back Campaign,Special Discount Offer
013b083525868a0437652ebf071cda03,0.0,23.49,76.51,Inactive Customer,Win-Back Campaign,11.74,16.44,76.51,Churn Risk Stage,Win Back Campaign,Special Discount Offer
013b6090dc49b5fa51196b20ec11f19c,0.0,26.86,73.14,Inactive Customer,Win-Back Campaign,13.43,18.8,73.14,Churn Risk Stage,Win Back Campaign,Special Discount Offer
013f4353d26bb05dc6652f1269458d8d,128.0,23.43,76.57,Inactive Customer,Win-Back Campaign,12.19,16.69,76.57,Churn Risk Stage,Win Back Campaign,Special Discount Offer
013f66477aa3210eb05fec3fa184de33,89.99,26.21,73.79,Inactive Customer,Win-Back Campaign,13.44,18.55,73.79,Churn Risk Stage,Win Back Campaign,Special Discount Offer
01413c132b54b9b7dfadc2ee71ef78c8,34.9,22.3,77.7,Inactive Customer,Win-Back Campaign,11.28,15.69,77.7,Churn Risk Stage,Win Back Campaign,Special Discount Offer
0145b1b14166b43baa374daddffca8fd,19.9,19.07,80.93,At Risk Customer,Urgent Retention Campaign,9.61,13.39,80.93,Churn Risk Stage,Retention Campaign,Special Discount Offer
0145bfdfe85402b2249c7437bd297a07,56.99,21.04,78.96,Inactive Customer,Win-Back Campaign,10.73,14.85,78.96,Churn Risk Stage,Win Back Campaign,Special Discount Offer
014644ae002bacd78bb05521f7e9aaab,12.9,28.48,71.52,Inactive Customer,Win-Back Campaign,14.29,19.97,71.52,Churn Risk Stage,Win Back Campaign,Special Discount Offer
01469c41b00bb21cd01d2104b8e81384,89.9,8.41,91.59,At Risk Customer,Urgent Retention Campaign,4.54,6.09,91.59,Churn Risk Stage,Retention Campaign,Special Discount Offer
014dc284927e986549bf255eb79eb3ab,259.8,25.23,74.77,VIP Customer,VIP Loyalty Benefits,13.58,18.24,74.77,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
014dcb5d582d60bca6a379e45a9041da,47.56,26.77,73.23,Inactive Customer,Win-Back Campaign,13.56,18.84,73.23,Churn Risk Stage,Win Back Campaign,Special Discount Offer
014fa2f37ee690774a7505252a28daf3,24.9,10.28,89.72,At Risk Customer,Urgent Retention Campaign,5.23,7.25,89.72,Churn Risk Stage,Retention Campaign,Special Discount Offer
015124b67936296eb7250b38c906a627,39.0,28.99,71.01,Inactive Customer,Win-Back Campaign,14.64,20.38,71.01,Churn Risk Stage,Win Back Campaign,Special Discount Offer
01512524d623f78040531c0d8e20a772,72.9,21.12,78.88,Inactive Customer,Win-Back Campaign,10.83,14.95,78.88,Churn Risk Stage,Win Back Campaign,Special Discount Offer
0151bcc17b8ae63a495b6c9fe6f708a1,69.9,28.56,71.44,Inactive Customer,Win-Back Campaign,14.54,20.15,71.44,Churn Risk Stage,Win Back Campaign,Special Discount Offer
0151cf157e4682357e62be311f4823b7,79.9,23.3,76.7,Inactive Customer,Win-Back Campaign,11.95,16.49,76.7,Churn Risk Stage,Win Back Campaign,Special Discount Offer
0152897024d0ddad70baafe17ed705f4,74.69999999999999,28.94,71.06,Inactive Customer,Win-Back Campaign,14.75,20.43,71.06,Churn Risk Stage,Win Back Campaign,Special Discount Offer
0153b79c47a4953a7dad6fb93ab45a02,193.0,20.94,79.06,VIP Customer,VIP Loyalty Benefits,11.19,15.09,79.06,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
015546ec984c58044b2a1304f24193a7,0.0,26.5,73.5,Inactive Customer,Win-Back Campaign,13.25,18.55,73.5,Churn Risk Stage,Win Back Campaign,Special Discount Offer
015557c9912277312b9073947804a7ba,230.0,10.69,89.31,VIP Customer,VIP Loyalty Benefits,6.2,8.0,89.31,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
015613e1b7c050cd2331d34076fce1c6,78.0,29.72,70.28,Inactive Customer,Win-Back Campaign,15.15,20.98,70.28,Churn Risk Stage,Win Back Campaign,Special Discount Offer
01575c2596c13ff2422df080a71b481b,50.0,21.91,78.09,Inactive Customer,Win-Back Campaign,11.14,15.45,78.09,Churn Risk Stage,Win Back Campaign,Special Discount Offer
0158b70c1d28da409abddfcaa5f0801a,59.9,12.15,87.85,At Risk Customer,Urgent Retention Campaign,6.3,8.64,87.85,Churn Risk Stage,Retention Campaign,Special Discount Offer
015906d05142c9dc02e816c29c044bba,289.0,25.84,74.16,VIP Customer,VIP Loyalty Benefits,14.0,18.74,74.16,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
015aba8b6e516fbf6ee76c164c11987b,69.9,27.89,72.11,Inactive Customer,Win-Back Campaign,14.21,19.68,72.11,Churn Risk Stage,Win Back Campaign,Special Discount Offer
015cd0b039aa3b36cf78f41d8f54e3d0,82.8,28.02,71.98,Inactive Customer,Win-Back Campaign,14.32,19.8,71.98,Churn Risk Stage,Win Back Campaign,Special Discount Offer
015d45ef9d6462cf0d5f062c54f26941,189.9,26.31,73.69,VIP Customer,VIP Loyalty Benefits,13.86,18.84,73.69,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
015f170c7abe45372b9f0414d901e71b,58.0,22.75,77.25,Inactive Customer,Win-Back Campaign,11.59,16.05,77.25,Churn Risk Stage,Win Back Campaign,Special Discount Offer
0161ede24e46b8e50ed493e5f8b3b305,69.9,23.75,76.25,Inactive Customer,Win-Back Campaign,12.14,16.78,76.25,Churn Risk Stage,Win Back Campaign,Special Discount Offer
01626676a41ff29901f7b42bc8e09dd8,0.0,28.46,71.54,Inactive Customer,Win-Back Campaign,14.23,19.92,71.54,Churn Risk Stage,Win Back Campaign,Special Discount Offer
016547a638c42ea1061a1400eab339d2,49.9,26.52,73.48,Inactive Customer,Win-Back Campaign,13.45,18.68,73.48,Churn Risk Stage,Win Back Campaign,Special Discount Offer
0167a6f5d58d5632b42c44e7f66f2abf,389.89,26.4,73.6,VIP Customer,VIP Loyalty Benefits,14.65,19.35,73.6,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
016a461e59c71a989c278fb565441696,200.0,17.79,82.21,VIP Customer,VIP Loyalty Benefits,9.64,12.9,82.21,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
016ac660c79288138b5d6d3570eadc9d,70.97,23.81,76.19,Inactive Customer,Win-Back Campaign,12.17,16.83,76.19,Churn Risk Stage,Win Back Campaign,Special Discount Offer
016c60628fc64e15fa5990e58a0b57c1,229.74,16.8,83.2,VIP Customer,VIP Loyalty Benefits,9.25,12.27,83.2,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
016e32e564ee03416c6f73e44a4e802a,69.9,9.88,90.12,At Risk Customer,Urgent Retention Campaign,5.2,7.07,90.12,Churn Risk Stage,Retention Campaign,Special Discount Offer
0170c406cddfc9a551a3f8045379afe5,57.99,27.77,72.23,Inactive Customer,Win-Back Campaign,14.1,19.57,72.23,Churn Risk Stage,Win Back Campaign,Special Discount Offer
01726e5d6a88d1a8dffd9578872ce54e,779.8,28.43,71.57,VIP Customer,VIP Loyalty Benefits,17.12,21.64,71.57,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
0176190d05dbc46f20484610a0a0e1fb,289.9,12.54,87.46,VIP Customer,VIP Loyalty Benefits,7.35,9.43,87.46,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
0177f6975b155c814ea6273eccc58d82,217.0,28.42,71.58,VIP Customer,VIP Loyalty Benefits,15.02,20.38,71.58,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
0178b244a5c281fb2ade54038dd4b161,89.9,12.97,87.03,At Risk Customer,Urgent Retention Campaign,6.82,9.28,87.03,Churn Risk Stage,Retention Campaign,Special Discount Offer
